,entrez,symbol,gene.name,logFC,logCPM,F,PValue,FDR
ENSMUSG00000024251,240174,Thada,thyroid adenoma associated,0.44594567,2.771113884,4.473192338,0.040061021,0.286252751
ENSMUSG00000041124,78100,Msantd4,Myb/SANT-like DNA-binding domain containing 4 with coiled-coils,-0.342187833,4.308514627,4.470017646,0.040128455,0.286416408
ENSMUSG00000026705,226541,Klhl20,kelch-like 20,0.496494691,2.84738174,4.469608425,0.040137157,0.286416408
ENSMUSG00000031176,67117,Dynlt3,dynein light chain Tctex-type 3,-0.18341673,6.944530889,4.467557345,0.0401808,0.286537835
ENSMUSG00000022193,19173,Psmb5,"proteasome (prosome, macropain) subunit, beta type 5",-0.225940416,6.930724816,4.465623392,0.040221999,0.286641677
ENSMUSG00000032316,102414,Clk3,CDC-like kinase 3,0.35375978,4.461348038,4.462110238,0.040296957,0.286985806
ENSMUSG00000000567,20682,Sox9,SRY (sex determining region Y)-box 9,0.470730432,4.657719944,4.463562909,0.040526468,0.28800695
ENSMUSG00000026288,16331,Inpp5d,inositol polyphosphate-5-phosphatase D,-0.556142927,1.998824547,4.449053819,0.040576868,0.28800695
ENSMUSG00000054422,14080,Fabp1,"fatty acid binding protein 1, liver",-0.376090731,12.42446786,4.44879361,0.040582468,0.28800695
ENSMUSG00000033411,329506,Ctdspl2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2",0.447476149,2.951585926,4.44873084,0.040583819,0.28800695
ENSMUSG00000030397,232944,Mark4,MAP/microtubule affinity regulating kinase 4,0.40074179,3.623497695,4.447786977,0.04060414,0.28800695
ENSMUSG00000021540,17129,Smad5,SMAD family member 5,0.277719065,5.148201911,4.446653722,0.040628553,0.28800695
ENSMUSG00000052934,76454,Fbxo31,F-box protein 31,0.41548691,5.103334536,4.451682283,0.040642878,0.28800695
ENSMUSG00000015095,30839,Fbxw5,F-box and WD-40 domain protein 5,-0.360800754,4.199585228,4.445094577,0.040662166,0.28800695
ENSMUSG00000018143,17135,Mafk,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)",-0.462068969,3.296278036,4.443101253,0.040705184,0.28800695
ENSMUSG00000047822,624219,Angptl8,angiopoietin-like 8,0.524359524,4.220501105,4.459575508,0.04070798,0.28800695
ENSMUSG00000032387,71973,Rbpms2,RNA binding protein with multiple splicing 2,0.254561744,6.166533736,4.441216277,0.04074591,0.288085896
ENSMUSG00000036323,66661,Srp72,signal recognition particle 72,0.168938085,6.924914628,4.436562199,0.040846652,0.288458555
ENSMUSG00000037936,20778,Scarb1,"scavenger receptor class B, member 1",0.39561191,7.002104641,4.447519389,0.04087116,0.288458555
ENSMUSG00000064181,216363,Rab3ip,RAB3A interacting protein,0.278325385,4.380265235,4.434343911,0.040894765,0.288458555
ENSMUSG00000041777,66935,Cir1,"corepressor interacting with RBPJ, 1",0.235639076,6.241392678,4.433680744,0.040909161,0.288458555
ENSMUSG00000067768,27083,Xlr4b,X-linked lymphocyte-regulated 4B,-1.331042734,0.905891842,4.441369721,0.040932647,0.288458555
ENSMUSG00000004642,20492,Slbp,stem-loop binding protein,-0.48285864,3.407205778,4.43009837,0.040987019,0.288652692
ENSMUSG00000036813,72090,Entpd8,ectonucleoside triphosphate diphosphohydrolase 8,0.324611915,5.109019114,4.42370995,0.041126264,0.289443906
ENSMUSG00000035623,233532,Rsf1,remodeling and spacing factor 1,0.286792314,4.907057456,4.419297712,0.041222737,0.289933247
ENSMUSG00000075376,319817,Rc3h2,ring finger and CCCH-type zinc finger domains 2,0.267057862,4.643768342,4.412145264,0.041379646,0.290846749
ENSMUSG00000031016,22390,Wee1,WEE 1 homolog 1 (S. pombe),-0.716106224,3.420348473,4.437343839,0.041431613,0.291021921
ENSMUSG00000026915,20744,Strbp,spermatid perinuclear RNA binding protein,0.318422525,6.499896181,4.40791878,0.041472672,0.291120302
ENSMUSG00000020585,17775,Laptm4a,lysosomal-associated protein transmembrane 4A,-0.21465535,7.817186977,4.405640258,0.041522917,0.291282993
ENSMUSG00000043962,230753,Thrap3,thyroid hormone receptor associated protein 3,0.206543086,5.909917671,4.404211951,0.041554448,0.291314273
ENSMUSG00000031776,107566,Arl2bp,ADP-ribosylation factor-like 2 binding protein,-0.637137481,2.971573854,4.405696656,0.041611694,0.291477562
ENSMUSG00000029267,17765,Mtf2,metal response element binding transcription factor 2,0.346389938,3.314935341,4.400707821,0.041631913,0.291477562
ENSMUSG00000073424,106648,Cyp4f15,"cytochrome P450, family 4, subfamily f, polypeptide 15",0.341315284,6.965950243,4.399458947,0.041659559,0.291481482
ENSMUSG00000022820,68194,Ndufb4,NADH:ubiquinone oxidoreductase subunit B4,-0.251922668,7.11177091,4.388936214,0.0418933,0.29273925
ENSMUSG00000006378,26912,Gcat,glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase),0.2785393,5.806732805,4.388916834,0.041893732,0.29273925
ENSMUSG00000001642,11677,Akr1b3,"aldo-keto reductase family 1, member B3 (aldose reductase)",-0.499700528,3.27881762,4.386974263,0.041937038,0.292825789
ENSMUSG00000012519,74568,Mlkl,mixed lineage kinase domain-like,-0.859276051,1.525798779,4.38490502,0.041983222,0.292825789
ENSMUSG00000044791,235626,Setd2,SET domain containing 2,0.218299086,5.494129292,4.38401982,0.042002996,0.292825789
ENSMUSG00000021792,70564,Prxl2a,peroxiredoxin like 2A,-0.263204598,5.689915672,4.383484337,0.042014963,0.292825789
ENSMUSG00000054723,106639,Vmac,vimentin-type intermediate filament associated coiled-coil protein,-0.434006142,3.399577069,4.378376058,0.042129308,0.293258622
ENSMUSG00000000532,11479,Acvr1b,"activin A receptor, type 1B",-0.539145764,2.844129162,4.377580267,0.042147152,0.293258622
ENSMUSG00000074182,229937,Znhit6,"zinc finger, HIT type 6",0.488535249,3.33541371,4.375846176,0.042186063,0.293258622
ENSMUSG00000090935,24071,Synj2bp,synaptojanin 2 binding protein,0.200146353,6.106873528,4.375539728,0.042192944,0.293258622
ENSMUSG00000075551,53973,Cyp3a41a,"cytochrome P450, family 3, subfamily a, polypeptide 41A",-0.965123676,1.551420601,4.371890311,0.042274975,0.293258622
ENSMUSG00000024073,12211,Birc6,baculoviral IAP repeat-containing 6,0.224477707,6.486185867,4.370958816,0.042295941,0.293258622
ENSMUSG00000039529,54670,Atp8b1,"ATPase, class I, type 8B, member 1",0.270720262,4.924482969,4.37093994,0.042296366,0.293258622
ENSMUSG00000029178,16599,Klf3,Kruppel-like factor 3 (basic),0.287097771,5.785416528,4.370313803,0.042310466,0.293258622
ENSMUSG00000029461,319604,Fam168a,"family with sequence similarity 168, member A",0.252448348,4.792636496,4.369220733,0.042335092,0.293258622
ENSMUSG00000049858,211389,Suox,sulfite oxidase,0.346495156,5.319180772,4.368577728,0.042349586,0.293258622
ENSMUSG00000031360,55936,Ctps2,cytidine 5'-triphosphate synthase 2,-0.597299285,2.511717205,4.366442342,0.042397759,0.293263366
ENSMUSG00000028879,100226,Stx12,syntaxin 12,-0.255019194,4.43274513,4.365836255,0.042411442,0.293263366
ENSMUSG00000039208,210029,Metrnl,"meteorin, glial cell differentiation regulator-like",-0.813722701,1.958627827,4.363831713,0.042456733,0.293263366
ENSMUSG00000050953,14609,Gja1,"gap junction protein, alpha 1",-0.58012471,2.139472723,4.363719019,0.042459281,0.293263366
ENSMUSG00000063849,66812,Ppcdc,phosphopantothenoylcysteine decarboxylase,-0.345248074,3.266178501,4.358031849,0.042588073,0.293964245
ENSMUSG00000057342,56632,Sphk2,sphingosine kinase 2,0.31868611,5.999251786,4.355421369,0.042647333,0.294184584
ENSMUSG00000053886,72281,Sh2d4a,SH2 domain containing 4A,-0.633873468,2.392766505,4.351734704,0.042731176,0.294574109
ENSMUSG00000064247,403178,Plcxd1,"phosphatidylinositol-specific phospholipase C, X domain containing 1",-1.120080527,0.830533774,4.349780627,0.042775689,0.294647244
ENSMUSG00000018076,76199,Med13l,mediator complex subunit 13-like,0.249661739,4.72627303,4.348865736,0.042796547,0.294647244
ENSMUSG00000030034,70020,Ino80b,INO80 complex subunit B,0.397669743,4.062282649,4.346807918,0.042843503,0.294781926
ENSMUSG00000025270,11656,Alas2,"aminolevulinic acid synthase 2, erythroid",0.340875637,5.944120914,4.345040273,0.042883882,0.294871216
ENSMUSG00000042429,11539,Adora1,adenosine A1 receptor,-0.312469768,5.707573473,4.339421613,0.043012508,0.295189436
ENSMUSG00000038180,245865,Spag4,sperm associated antigen 4,-1.005526149,1.197683528,4.339064889,0.043020688,0.295189436
ENSMUSG00000038034,140559,Igsf8,"immunoglobulin superfamily, member 8",-0.427229464,3.463352377,4.335221192,0.043108941,0.295189436
ENSMUSG00000029499,19301,Pxmp2,peroxisomal membrane protein 2,0.33300955,7.547628337,4.334454939,0.043126558,0.295189436
ENSMUSG00000024254,67470,Abcg8,ATP binding cassette subfamily G member 8,0.349859459,5.68289895,4.33380284,0.043141556,0.295189436
ENSMUSG00000020444,14923,Guk1,guanylate kinase 1,-0.305537238,5.281765559,4.333440048,0.043149903,0.295189436
ENSMUSG00000078945,17948,Naip2,"NLR family, apoptosis inhibitory protein 2",-0.650125623,1.956983994,4.332878944,0.043162816,0.295189436
ENSMUSG00000021273,14137,Fdft1,farnesyl diphosphate farnesyl transferase 1,-0.421692934,6.218205129,4.348337665,0.043183714,0.295189436
ENSMUSG00000059248,53860,9-Sep,septin 9,-0.361276489,3.960225889,4.331782514,0.043188061,0.295189436
ENSMUSG00000054237,70567,Fra10ac1,FRA10AC1 homolog (human),0.322173953,4.270414625,4.331069988,0.043204476,0.295189436
ENSMUSG00000022544,70511,Eef2kmt,eukaryotic elongation factor 2 lysine methyltransferase,-0.455020289,2.927575786,4.329588563,0.043238625,0.295209958
ENSMUSG00000021699,238871,Pde4d,"phosphodiesterase 4D, cAMP specific",-0.614325537,2.278901003,4.328560256,0.043262346,0.295209958
ENSMUSG00000020741,74148,Cluh,clustered mitochondria (cluA/CLU1) homolog,0.229851727,7.710638612,4.324570461,0.043354518,0.295651438
ENSMUSG00000027961,109245,Lrrc39,leucine rich repeat containing 39,-0.865822678,1.825572802,4.321642894,0.043422287,0.295908229
ENSMUSG00000003435,20924,Supt5,suppressor of Ty 5,0.264368933,4.877120634,4.320569187,0.043447171,0.295908229
ENSMUSG00000028967,74155,Errfi1,ERBB receptor feedback inhibitor 1,0.550141155,7.77601084,4.358423127,0.043541997,0.296366499
ENSMUSG00000036880,52538,Acaa2,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),0.238065933,9.90409018,4.312473132,0.043635302,0.296813831
ENSMUSG00000064351,17708,COX1,cytochrome c oxidase subunit I,-0.544934377,13.01823301,4.329810846,0.043801507,0.29775617
ENSMUSG00000031490,13685,Eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1,-0.254648524,5.853237177,4.301764332,0.043885512,0.298138884
ENSMUSG00000004099,13433,Dnmt1,DNA methyltransferase (cytosine-5) 1,-0.455852245,2.782363735,4.296696494,0.044004466,0.298758399
ENSMUSG00000026360,19735,Rgs2,regulator of G-protein signaling 2,-0.574890369,4.19311698,4.316690923,0.044106441,0.298919507
ENSMUSG00000026585,16579,Kifap3,kinesin-associated protein 3,-0.397908849,3.136919359,4.291867424,0.044118144,0.298919507
ENSMUSG00000017716,11799,Birc5,baculoviral IAP repeat-containing 5,-0.965725703,1.798278904,4.295448866,0.044118271,0.298919507
ENSMUSG00000035237,16816,Lcat,lecithin cholesterol acyltransferase,0.359540805,7.482239065,4.294555342,0.044139308,0.298919507
ENSMUSG00000051910,20679,Sox6,SRY (sex determining region Y)-box 6,0.346236314,4.143525234,4.287218635,0.04422788,0.299204087
ENSMUSG00000026365,12628,Cfh,complement component factor h,0.328754214,7.757328424,4.286835423,0.044236939,0.299204087
ENSMUSG00000033228,72193,Scaf11,SR-related CTD-associated factor 11,0.225026741,5.741196261,4.285184072,0.044276,0.299280175
ENSMUSG00000038642,13040,Ctss,cathepsin S,-0.625041453,5.586120855,4.325212583,0.044395444,0.299899169
ENSMUSG00000039648,70266,Kyat1,kynurenine aminotransferase 1,0.341384441,5.871647317,4.277923587,0.044448187,0.300067087
ENSMUSG00000033554,69740,Dph5,diphthamide biosynthesis 5,0.391383968,3.008260421,4.276076643,0.044492104,0.300175257
ENSMUSG00000027881,66921,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,0.284678447,5.58095554,4.264500543,0.044768449,0.301674085
ENSMUSG00000021037,217737,Ahsa1,"AHA1, activator of heat shock protein ATPase 1",0.239317498,6.573907931,4.26442202,0.044770329,0.301674085
ENSMUSG00000029610,231872,Aimp2,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2,0.373808802,3.541487175,4.263128766,0.044801319,0.301693991
ENSMUSG00000036452,71302,Arhgap26,Rho GTPase activating protein 26,0.436900273,3.802532071,4.260914104,0.044854443,0.30186283
ENSMUSG00000033487,319448,Fndc3a,fibronectin type III domain containing 3A,0.309332362,4.950997712,4.25615947,0.044968727,0.302442794
ENSMUSG00000020962,83602,Gtf2a1,"general transcription factor II A, 1",0.318244174,4.721064001,4.254826048,0.045000834,0.302469693
ENSMUSG00000024386,19123,Proc,protein C,0.356336369,8.234532282,4.255453302,0.045041654,0.302511549
ENSMUSG00000020572,59027,Nampt,nicotinamide phosphoribosyltransferase,-0.39088438,5.190672254,4.253840095,0.04508901,0.302511549
ENSMUSG00000042729,107071,Wdr74,WD repeat domain 74,0.345018871,3.353452175,4.251070571,0.045091397,0.302511549
ENSMUSG00000041685,218503,Fcho2,FCH domain only 2,0.307507625,5.782324523,4.246111182,0.045211297,0.30293932
ENSMUSG00000069170,110789,Adgrv1,adhesion G protein-coupled receptor V1,-0.657510394,2.912155335,4.253186608,0.045211462,0.30293932
ENSMUSG00000019312,14786,Grb7,growth factor receptor bound protein 7,0.324932349,6.528704646,4.243138576,0.04528333,0.303060083
ENSMUSG00000028715,13119,Cyp4a14,"cytochrome P450, family 4, subfamily a, polypeptide 14",-0.589121956,9.687407685,4.284068158,0.045285811,0.303060083
ENSMUSG00000027981,67225,Rnpc3,"RNA-binding region (RNP1, RRM) containing 3",0.312663151,3.929209631,4.237844861,0.04541192,0.303715148
ENSMUSG00000038459,70178,Abhd17c,abhydrolase domain containing 17C,0.205418021,6.978488294,4.23382532,0.045509825,0.303895683
ENSMUSG00000044231,105193,Nhlrc1,NHL repeat containing 1,-0.954868137,0.811136385,4.233418817,0.045519739,0.303895683
ENSMUSG00000018433,68979,Nol11,nucleolar protein 11,0.32503826,4.149346053,4.233259094,0.045523635,0.303895683
ENSMUSG00000053414,26559,Hunk,hormonally upregulated Neu-associated kinase,-1.00409142,1.347518984,4.230177442,0.045598877,0.304209248
ENSMUSG00000093668,75507,Pou5f2,"POU domain class 5, transcription factor 2",-0.828981033,1.080860744,4.226955584,0.045677687,0.304546216
ENSMUSG00000020440,11844,Arf5,ADP-ribosylation factor 5,0.533696039,6.05361524,4.263696353,0.045706153,0.304547314
ENSMUSG00000045438,68033,Cox19,cytochrome c oxidase assembly protein 19,-0.251775934,5.590470541,4.221191355,0.045819058,0.304961771
ENSMUSG00000036402,14701,Gng12,"guanine nucleotide binding protein (G protein), gamma 12",-0.245495816,5.551370477,4.220354799,0.045839614,0.304961771
ENSMUSG00000090958,434215,Lrrc32,leucine rich repeat containing 32,-0.438640026,3.590223756,4.219795115,0.045853373,0.304961771
ENSMUSG00000028089,68058,Chd1l,chromodomain helicase DNA binding protein 1-like,-0.420378634,3.080020262,4.217986116,0.045897874,0.305069194
ENSMUSG00000028327,74152,Stra6l,STRA6-like,0.244807093,6.537641857,4.210920139,0.04607215,0.305885258
ENSMUSG00000075700,69227,Selenot,selenoprotein T,-0.340387877,6.635804839,4.208518386,0.046131551,0.305885258
ENSMUSG00000029068,56036,Ccnl2,cyclin L2,0.214339752,5.909288885,4.207721338,0.046151282,0.305885258
ENSMUSG00000028423,74164,Nfx1,"nuclear transcription factor, X-box binding 1",0.311126999,4.683379698,4.2067583,0.046175135,0.305885258
ENSMUSG00000034006,66943,Pqlc1,PQ loop repeat containing 1,0.230990338,6.774879465,4.206214447,0.046188612,0.305885258
ENSMUSG00000020561,28071,Twistnb,twist basic helix-loop-helix transcription factor 1 neighbor,0.241202969,5.537842336,4.20610986,0.046191204,0.305885258
ENSMUSG00000061288,330177,Taok3,TAO kinase 3,0.278978921,7.336128749,4.202743664,0.046274717,0.306201642
ENSMUSG00000000876,59038,Pxmp4,peroxisomal membrane protein 4,0.236053909,6.657786917,4.201891284,0.04629589,0.306201642
ENSMUSG00000030213,54343,Atf7ip,activating transcription factor 7 interacting protein,0.249904821,4.842398136,4.198458549,0.046381266,0.306501985
ENSMUSG00000024084,70536,Qpct,glutaminyl-peptide cyclotransferase (glutaminyl cyclase),0.683413827,1.694711535,4.197775886,0.046398265,0.306501985
ENSMUSG00000062515,11770,Fabp4,"fatty acid binding protein 4, adipocyte",-0.803631061,4.011767411,4.242119123,0.046444701,0.306603565
ENSMUSG00000031441,50770,Atp11a,"ATPase, class VI, type 11A",0.538316319,2.752814404,4.194873001,0.046470627,0.306603565
ENSMUSG00000024182,12005,Axin1,axin 1,0.335991623,3.551421097,4.19240131,0.046532337,0.306638355
ENSMUSG00000063870,107932,Chd4,chromodomain helicase DNA binding protein 4,0.310066462,6.694780218,4.192379154,0.04653289,0.306638355
ENSMUSG00000017309,52685,Cd300lg,CD300 molecule like family member G,0.381050018,3.780237698,4.187559407,0.046653483,0.307244877
ENSMUSG00000030629,65098,Zfand6,"zinc finger, AN1-type domain 6",0.218484091,7.104427477,4.183226627,0.046762183,0.307772384
ENSMUSG00000048856,104910,Slc25a47,"solute carrier family 25, member 47",-0.312972729,8.941123302,4.181496171,0.046805673,0.307870323
ENSMUSG00000047238,75625,Mageh1,"melanoma antigen, family H, 1",-0.587604324,2.06832161,4.178346436,0.046884947,0.308125517
ENSMUSG00000021134,20384,Srsf5,serine/arginine-rich splicing factor 5,0.248756944,6.895089175,4.177680065,0.046901737,0.308125517
ENSMUSG00000022844,72599,Pdia5,protein disulfide isomerase associated 5,0.271534526,4.959712428,4.175513644,0.046956369,0.308296212
ENSMUSG00000027884,229725,Clcc1,chloride channel CLIC-like 1,0.194261686,5.55810799,4.173850212,0.046998364,0.30838378
ENSMUSG00000022887,17174,Masp1,mannan-binding lectin serine peptidase 1,0.186867023,6.408707796,4.167118978,0.047168721,0.309106809
ENSMUSG00000026107,109019,Nabp1,nucleic acid binding protein 1,-0.597546372,3.251095913,4.174391325,0.047186971,0.309106809
ENSMUSG00000054203,226695,Ifi205,interferon activated gene 205,-0.542818283,2.768739564,4.166093625,0.04719473,0.309106809
ENSMUSG00000025003,13098,Cyp2c39,"cytochrome P450, family 2, subfamily c, polypeptide 39",-0.676176988,1.665571186,4.163311451,0.047265381,0.30926396
ENSMUSG00000047417,66932,Rexo1,"REX1, RNA exonuclease 1",0.31712766,4.431909703,4.16137222,0.047314695,0.30926396
ENSMUSG00000055737,14600,Ghr,growth hormone receptor,0.260570329,8.434341192,4.161361336,0.047314972,0.30926396
ENSMUSG00000037369,22289,Kdm6a,lysine (K)-specific demethylase 6A,0.304358922,3.491552981,4.157692583,0.047408422,0.30926396
ENSMUSG00000030522,233315,Mtmr10,myotubularin related protein 10,0.310010196,4.009642555,4.156863591,0.047429566,0.30926396
