"","gene.id","entrez","symbol","gene.name","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000036430","ENSMUSG00000036430","72726","Tbcc","tubulin-specific chaperone C",-0.0697523087141382,3.53475335821808,0.0935892036384469,0.76100303656496,0.885412532154411
"ENSMUSG00000036686","ENSMUSG00000036686","212139","Cc2d1a","coiled-coil and C2 domain containing 1A",-0.105766942790977,2.27832015291201,0.0933894476867111,0.761250225220659,0.885555621634067
"ENSMUSG00000028277","ENSMUSG00000028277","56228","Ube2j1","ubiquitin-conjugating enzyme E2J 1",-0.0388740966034708,5.1462086515998,0.0933438053138855,0.761306746149695,0.885555621634067
"ENSMUSG00000036880","ENSMUSG00000036880","52538","Acaa2","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)",0.0358449188565546,9.89623376313706,0.0932113805952378,0.761470819117267,0.885641351453741
"ENSMUSG00000003033","ENSMUSG00000003033","11767","Ap1m1","adaptor-related protein complex AP-1, mu subunit 1",-0.0625747040086787,4.14468129551508,0.0929576937154393,0.761785491533768,0.885873407267856
"ENSMUSG00000086429","ENSMUSG00000086429","14910","Gt(ROSA)26Sor","gene trap ROSA 26, Philippe Soriano",0.0812485152576124,2.8740293810001,0.0928383772066856,0.761933653898494,0.885873407267856
"ENSMUSG00000052911","ENSMUSG00000052911","16779","Lamb2","laminin, beta 2",-0.104762109483711,2.6101148502141,0.0927915103217995,0.761991879787949,0.885873407267856
"ENSMUSG00000024006","ENSMUSG00000024006","106504","Stk38","serine/threonine kinase 38",0.049650660845732,5.50363310836693,0.0927592882780115,0.762031920741635,0.885873407267856
"ENSMUSG00000032041","ENSMUSG00000032041","117149","Tirap","toll-interleukin 1 receptor (TIR) domain-containing adaptor protein",0.0673274341591106,3.26452810904324,0.0925087095061971,0.762343564340653,0.88613058125233
"ENSMUSG00000026944","ENSMUSG00000026944","11305","Abca2","ATP-binding cassette, sub-family A (ABC1), member 2",0.0642299965778927,4.08376850847514,0.0923019620465725,0.762601043076125,0.88630930862826
"ENSMUSG00000029538","ENSMUSG00000029538","108014","Srsf9","serine/arginine-rich splicing factor 9",-0.0562851479142806,5.3343310396199,0.0922400534519631,0.762678204047155,0.88630930862826
"ENSMUSG00000061207","ENSMUSG00000061207","54402","Stk19","serine/threonine kinase 19",-0.0601545172899584,4.04574524744064,0.0918738355836679,0.763135227216731,0.88672616067738
"ENSMUSG00000052160","ENSMUSG00000052160","104759","Pld4","phospholipase D family, member 4",-0.110479506553021,3.0245167345734,0.0918517269258722,0.763217874011602,0.88672616067738
"ENSMUSG00000021978","ENSMUSG00000021978","54616","Extl3","exostoses (multiple)-like 3",0.0624959961809905,3.89240406883875,0.0917185350604438,0.763329335954832,0.886750532522208
"ENSMUSG00000032582","ENSMUSG00000032582","19654","Rbm6","RNA binding motif protein 6",-0.0557479592723705,4.77002031523401,0.0915632569009993,0.763523596481381,0.886871073310126
"ENSMUSG00000006412","ENSMUSG00000006412","18637","Pfdn2","prefoldin 2",-0.0504545646593497,4.86456771051042,0.0911436948601243,0.764049391384285,0.887376633748044
"ENSMUSG00000034574","ENSMUSG00000034574","208846","Daam1","dishevelled associated activator of morphogenesis 1",-0.0516414849598095,5.63592985365365,0.0908277917302142,0.764446154439578,0.887525180415293
"ENSMUSG00000032525","ENSMUSG00000032525","18087","Nktr","natural killer tumor recognition sequence",-0.0487861472748985,6.25428589344027,0.0907763575646859,0.764510825243634,0.887525180415293
"ENSMUSG00000024429","ENSMUSG00000024429","14670","Gnl1","guanine nucleotide binding protein-like 1",-0.0606298458530474,4.11567537340818,0.0906931525757004,0.764615485522041,0.887525180415293
"ENSMUSG00000070473","ENSMUSG00000070473","12739","Cldn3","claudin 3",0.037316965555734,6.71140543256811,0.0906057568496391,0.764725473654845,0.887525180415293
"ENSMUSG00000025995","ENSMUSG00000025995","73674","Wdr75","WD repeat domain 75",-0.081425135919904,3.22665151759994,0.0905870352710825,0.764749042427424,0.887525180415293
"ENSMUSG00000020273","ENSMUSG00000020273","216578","Papolg","poly(A) polymerase gamma",0.133298342465284,1.52482364869011,0.0905036471243954,0.764854052882229,0.887525180415293
"ENSMUSG00000045092","ENSMUSG00000045092","13609","S1pr1","sphingosine-1-phosphate receptor 1",0.0822903115388643,5.20008527144455,0.090658481220208,0.764895942056596,0.887525180415293
"ENSMUSG00000021884","ENSMUSG00000021884","56794","Hacl1","2-hydroxyacyl-CoA lyase 1",0.0867926995493315,5.71745022253522,0.0906912632194021,0.764932168161559,0.887525180415293
"ENSMUSG00000043831","ENSMUSG00000043831","75099","Lysmd4","LysM, putative peptidoglycan-binding, domain containing 4",-0.0774450463317511,3.00198993279637,0.0903794191302301,0.765010590880572,0.887525180415293
"ENSMUSG00000034684","ENSMUSG00000034684","20350","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",-0.121301453486357,1.82843741694994,0.09026891395898,0.765149935707373,0.887525180415293
"ENSMUSG00000030935","ENSMUSG00000030935","20216","Acsm3","acyl-CoA synthetase medium-chain family member 3",0.051930220906455,5.26365523212161,0.0901971293169203,0.765240504624882,0.887525180415293
"ENSMUSG00000021224","ENSMUSG00000021224","18222","Numb","NUMB endocytic adaptor protein",-0.0788582659384942,3.36246914067285,0.0901784655997135,0.765264058623391,0.887525180415293
"ENSMUSG00000031198","ENSMUSG00000031198","67391","Fundc2","FUN14 domain containing 2",-0.072357013991158,3.88834402306274,0.0897466714996369,0.765809736499605,0.888052942574385
"ENSMUSG00000037885","ENSMUSG00000037885","67333","Stk35","serine/threonine kinase 35",-0.0912187240336104,2.78666861669409,0.0894176630294418,0.766226481991791,0.888358361815189
"ENSMUSG00000050545","ENSMUSG00000050545","207921","Fam228b","family with sequence similarity 228, member B",0.116425333914035,1.84348131918785,0.0893956370871595,0.766254411471816,0.888358361815189
"ENSMUSG00000057596","ENSMUSG00000057596","209387","Trim30d","tripartite motif-containing 30D",-0.0831522149751092,4.30044190277604,0.0890832307582247,0.766773193907617,0.888820370290128
"ENSMUSG00000050440","ENSMUSG00000050440","84506","Hamp","hepcidin antimicrobial peptide",-0.154191754243729,8.45060452764389,0.0892259517675471,0.766908815991386,0.888820370290128
"ENSMUSG00000039068","ENSMUSG00000039068","108946","Zzz3","zinc finger, ZZ domain containing 3",-0.049967433316959,4.14534929485352,0.0888676772793593,0.766925005221767,0.888820370290128
"ENSMUSG00000040447","ENSMUSG00000040447","216892","Spns2","spinster homolog 2",-0.070515916858223,4.10628188525627,0.0887862819482661,0.767028583481951,0.888835298347301
"ENSMUSG00000071267","ENSMUSG00000071267","73233","Zfp942","zinc finger protein 942",0.0694563324683864,2.97847984156165,0.0886528481808933,0.76719849444613,0.888855323849839
"ENSMUSG00000005370","ENSMUSG00000005370","17688","Msh6","mutS homolog 6",-0.0706523916232488,3.27965366634233,0.0886302660467952,0.767227263718958,0.888855323849839
"ENSMUSG00000020922","ENSMUSG00000020922","268490","Lsm12","LSM12 homolog",-0.0630860124748271,4.20263655378142,0.0885115353660349,0.767378590460515,0.888925553961353
"ENSMUSG00000055546","ENSMUSG00000055546","276891","Timd4","T cell immunoglobulin and mucin domain containing 4",0.137976972716591,2.05460447637877,0.0884044614762445,0.767515155099751,0.888978669185387
"ENSMUSG00000052488","ENSMUSG00000052488","27967","Cherp","calcium homeostasis endoplasmic reticulum protein",-0.0569403941458004,4.62668778124542,0.0881681019886685,0.767816933219624,0.889223108668438
"ENSMUSG00000032175","ENSMUSG00000032175","54721","Tyk2","tyrosine kinase 2",-0.0613344757111503,3.64136334768211,0.0878288103728592,0.768250904246253,0.889620567365389
"ENSMUSG00000037234","ENSMUSG00000037234","320191","Hook3","hook microtubule tethering protein 3",0.0366009253063826,6.45078723892835,0.0875532682795654,0.768604008902298,0.889779984879156
"ENSMUSG00000020305","ENSMUSG00000020305","65257","Asb3","ankyrin repeat and SOCS box-containing 3",-0.079775556535806,3.13551474550567,0.0874877852093344,0.768688013832504,0.889779984879156
"ENSMUSG00000025511","ENSMUSG00000025511","64540","Tspan4","tetraspanin 4",0.0760153007314306,4.81583380081768,0.0875050895643186,0.768796795257191,0.889779984879156
"ENSMUSG00000016253","ENSMUSG00000016253","57314","Nelfcd","negative elongation factor complex member C/D, Th1l",-0.0879514723615602,4.37679800338092,0.0875467831176162,0.768806049575145,0.889779984879156
"ENSMUSG00000004018","ENSMUSG00000004018","67030","Fancl","Fanconi anemia, complementation group L",-0.0829677779044532,2.71519535844247,0.0872836174485204,0.768950150389745,0.889779984879156
"ENSMUSG00000029578","ENSMUSG00000029578","74781","Wipi2","WD repeat domain, phosphoinositide interacting 2",-0.0392356144653894,5.57497013875104,0.0870906760665443,0.769198180097956,0.889779984879156
"ENSMUSG00000025577","ENSMUSG00000025577","12416","Cbx2","chromobox 2",-0.0911398648384356,2.46114733579683,0.0870664176443781,0.769229385909371,0.889779984879156
"ENSMUSG00000117869","ENSMUSG00000117869","100503380","Snhg4","small nucleolar RNA host gene 4",0.115833143670447,1.93796455434469,0.0870453719948685,0.769256462674079,0.889779984879156
"ENSMUSG00000047728","ENSMUSG00000047728","223631","Ly6g2","lymphocyte antigen 6 complex, locus G2",-0.043482622083225,6.53397336147979,0.0870372598815791,0.769266900451666,0.889779984879156
"ENSMUSG00000024026","ENSMUSG00000024026","109801","Glo1","glyoxalase 1",0.0300710979826945,8.79530648838537,0.0869104699587786,0.76943010868626,0.889779984879156
"ENSMUSG00000032244","ENSMUSG00000032244","14155","Fem1b","feminization 1 homolog b (C. elegans)",0.059328250168612,3.77851432980631,0.0868958151366666,0.76944898121725,0.889779984879156
"ENSMUSG00000046707","ENSMUSG00000046707","13000","Csnk2a2","casein kinase 2, alpha prime polypeptide",0.0365332338114667,5.85004282922326,0.0868732072205052,0.769478099168454,0.889779984879156
"ENSMUSG00000049878","ENSMUSG00000049878","109263","Rlf","rearranged L-myc fusion sequence",-0.0670666260803434,3.94088346913343,0.0867020753211671,0.76969864303463,0.889810035496538
"ENSMUSG00000032735","ENSMUSG00000032735","319713","Ablim3","actin binding LIM protein family, member 3",0.0892758349259544,3.93770056501814,0.0867688744981445,0.769743550222199,0.889810035496538
"ENSMUSG00000041134","ENSMUSG00000041134","224405","Cyyr1","cysteine and tyrosine-rich protein 1",-0.0897770100465431,2.62566048760868,0.0866011649839051,0.769828800876243,0.889810035496538
"ENSMUSG00000070644","ENSMUSG00000070644","214253","Etnk2","ethanolamine kinase 2",0.0467094310132691,7.46668011676739,0.0865240249679025,0.769928354554459,0.889810035496538
"ENSMUSG00000021037","ENSMUSG00000021037","217737","Ahsa1","AHA1, activator of heat shock protein ATPase 1",0.0424285983282898,6.58813784472299,0.086501005763556,0.769958071531698,0.889810035496538
"ENSMUSG00000035559","ENSMUSG00000035559","234384","Mpv17l2","MPV17 mitochondrial membrane protein-like 2",-0.0556311996586415,4.35863390948152,0.0859098546255288,0.770722705617015,0.890472624755443
"ENSMUSG00000030322","ENSMUSG00000030322","17193","Mbd4","methyl-CpG binding domain protein 4",-0.110776404514286,1.7241978924768,0.0858409892941364,0.770811966464799,0.890472624755443
"ENSMUSG00000001576","ENSMUSG00000001576","67458","Ergic1","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1",-0.0412346970203104,5.80581526640138,0.0858021029226145,0.770862386829147,0.890472624755443
"ENSMUSG00000030960","ENSMUSG00000030960","72096","Eef1akmt2","EEF1A lysine methyltransferase 2",0.164958561554952,1.7327147569134,0.0857924305772389,0.770918707486712,0.890472624755443
"ENSMUSG00000056493","ENSMUSG00000056493","17425","Foxk1","forkhead box K1",0.0700680955092767,3.96454309004748,0.0856436155293799,0.771068011401668,0.890472624755443
"ENSMUSG00000028184","ENSMUSG00000028184","99633","Adgrl2","adhesion G protein-coupled receptor L2",0.0467091777793671,4.54364967943303,0.0856369981639746,0.771076601395376,0.890472624755443
"ENSMUSG00000032235","ENSMUSG00000032235","93697","Ice2","interactor of little elongation complex ELL subunit 2",0.0536317543583206,3.68691298590957,0.0855114410183198,0.771239655394515,0.890555982427978
"ENSMUSG00000051390","ENSMUSG00000051390","81630","Zbtb22","zinc finger and BTB domain containing 22",-0.0607723440212692,3.69760311301376,0.0853795394284459,0.771411088797868,0.890587174246521
"ENSMUSG00000021891","ENSMUSG00000021891","67011","Mettl6","methyltransferase like 6",0.0666875116889504,3.0708464279484,0.0852944878463666,0.771521707269819,0.890587174246521
"ENSMUSG00000042229","ENSMUSG00000042229","98710","Rabif","RAB interacting factor",-0.0618183243859823,3.19002769734922,0.0852809679166233,0.771539296872751,0.890587174246521
"ENSMUSG00000031775","ENSMUSG00000031775","67801","Pllp","plasma membrane proteolipid",-0.0698271423607078,4.05869157742923,0.0849718267710875,0.771941907704986,0.890879137867406
"ENSMUSG00000001017","ENSMUSG00000001017","66511","Chtop","chromatin target of PRMT1",-0.0367980415955826,5.39655704322124,0.0848920164682804,0.772045978080273,0.890879137867406
"ENSMUSG00000059409","ENSMUSG00000059409","21770","Ppp2r5d","protein phosphatase 2, regulatory subunit B', delta",-0.0599515683318933,4.24625229806794,0.0848774709063578,0.772064950806926,0.890879137867406
"ENSMUSG00000058301","ENSMUSG00000058301","19704","Upf1","UPF1 regulator of nonsense transcripts homolog (yeast)",-0.0569157208328325,5.19192263381331,0.0847862607188087,0.772183962497955,0.890911564925825
"ENSMUSG00000016946","ENSMUSG00000016946","69259","Kctd5","potassium channel tetramerisation domain containing 5",-0.104039261333642,1.97745687993541,0.0845977088749021,0.772430206936369,0.891090762563439
"ENSMUSG00000017390","ENSMUSG00000017390","11676","Aldoc","aldolase C, fructose-bisphosphate",-0.103065678531019,3.92961613413452,0.0846095745134688,0.772660060202497,0.891196472838783
"ENSMUSG00000096054","ENSMUSG00000096054","64009","Syne1","spectrin repeat containing, nuclear envelope 1",-0.068527421802817,4.409444168131,0.0844036980822863,0.772703717317463,0.891196472838783
"ENSMUSG00000033257","ENSMUSG00000033257","67534","Ttll4","tubulin tyrosine ligase-like family, member 4",-0.0744774683202794,3.06052506541481,0.0843012412463955,0.772817990489999,0.891223382772651
"ENSMUSG00000001855","ENSMUSG00000001855","227720","Nup214","nucleoporin 214",-0.066021390796093,3.63484190010594,0.0841176966383846,0.773058440480113,0.891395777939181
"ENSMUSG00000083282","ENSMUSG00000083282","56464","Ctsf","cathepsin F",0.0680400801410429,3.73573808637152,0.0839890419357326,0.773227152573827,0.891417395824607
"ENSMUSG00000020978","ENSMUSG00000020978","69554","Klhdc2","kelch domain containing 2",-0.0493586665233698,5.59825700485264,0.0839646839137286,0.773259110398467,0.891417395824607
"ENSMUSG00000027575","ENSMUSG00000027575","228998","Arfgap1","ADP-ribosylation factor GTPase activating protein 1",0.0582522560365874,4.49081681956312,0.0837144586847847,0.773587698701806,0.891624902252775
"ENSMUSG00000007594","ENSMUSG00000007594","330790","Hapln4","hyaluronan and proteoglycan link protein 4",0.0942555168487379,2.17044023263329,0.0836604446181743,0.773658698282022,0.891624902252775
"ENSMUSG00000037957","ENSMUSG00000037957","69641","Wdr20","WD repeat domain 20",-0.0744022718920317,3.47295240283266,0.0835908830576689,0.773750171147512,0.891624902252775
"ENSMUSG00000002661","ENSMUSG00000002661","66400","Alkbh7","alkB homolog 7",-0.0604508229878497,3.36048030317518,0.0835506925375187,0.773803040169373,0.891624902252775
"ENSMUSG00000025231","ENSMUSG00000025231","24069","Sufu","SUFU negative regulator of hedgehog signaling",0.103480349786588,2.0133067310186,0.0834187795216381,0.773976663501321,0.891701776628043
"ENSMUSG00000015474","ENSMUSG00000015474","54397","Ppt2","palmitoyl-protein thioesterase 2",0.0572861082530201,3.98520534279279,0.0833582200077179,0.774056421555288,0.891701776628043
"ENSMUSG00000015748","ENSMUSG00000015748","70767","Prpf3","pre-mRNA processing factor 3",0.0729696233604165,3.15347295808191,0.0832737332542819,0.774167744781831,0.891701776628043
"ENSMUSG00000032081","ENSMUSG00000032081","11814","Apoc3","apolipoprotein C-III",-0.0392785543793016,11.0918181787128,0.0832236874782477,0.774233716053879,0.891701776628043
"ENSMUSG00000029169","ENSMUSG00000029169","13204","Dhx15","DEAH (Asp-Glu-Ala-His) box polypeptide 15",0.0367813952776257,5.49928643596671,0.0831284243779385,0.774359353133354,0.891741675758739
"ENSMUSG00000043866","ENSMUSG00000043866","24075","Taf10","TATA-box binding protein associated factor 10",0.0420337908362427,5.95491537369005,0.0825839390357465,0.775078946946693,0.892465477626317
"ENSMUSG00000028668","ENSMUSG00000028668","27224","Eloa","elongin A",-0.0461607659990221,4.71977755881971,0.0824009146242018,0.775321410033623,0.892582911480792
